Brand,Model,Generation,Type
Polestar,Polestar 5,2025 Polestar 5,Car
Polestar,Polestar 2,2024 Polestar 2,Car
Polestar,Polestar 2,2022 Polestar 2,Car
Polestar,Polestar 4,2024 Polestar 4,Car
Polestar,Polestar 3,Polestar Polestar 3 (2022-Present),Car
Polestar,Polestar 1,Polestar 1,Car
