Brand,Model,Generation,Type
NIO,NIO EC6,NIO EC6 (2020-Present),Car
NIO,NIO ET7,NIO ET7 (2020-Present),Car
NIO,NIO EP9,2016 Nio EP9,Car
NIO,NIO ES6,NIO ES6,Car
NIO,NIO ES8,2018 Nio ES8,Car
