Brand,Model,Generation,Type
Xpeng,Xpeng G6,2024 XPeng G6,Car
Xpeng,Xpeng P5,2021 Xpeng P5,Car
Xpeng,Xpeng G3,2021 Xpeng G3i,Car
Xpeng,Xpeng G3,2019 Xpeng G3,Car
Xpeng,Xpeng G9,2022 Xpeng G9,Car
Xpeng,Xpeng P7,2021 Xpeng P7,Car
