Brand,Model,Generation,Type
Mahindra,Mahindra Bolero,2011 Mahindra Bolero,Car
Mahindra,Mahindra Scorpio / GOA,2002 Mahindra Scorpio,Car
Mahindra,Mahindra Thar,2010 Mahindra Thar,Car
Mahindra,Mahindra Verito,2012 Mahindra Verito,Car
