Brand,Model,Generation,Type
CUPRA,CUPRA Formentor,2025 CUPRA Formentor,Car
CUPRA,CUPRA Formentor,2021 Cupra Formentor,Car
CUPRA,CUPRA Leon,2025 Cupra Leon,Car
CUPRA,CUPRA Leon,2021 Cupra Leon,Car
CUPRA,CUPRA Leon Sportstourer,2025 Cupra Leon Sportstourer,Car
CUPRA,CUPRA Leon Sportstourer,2021 Cupra Leon Sportstourer,Car
CUPRA,CUPRA Terramar,2025 Cupra Terramar,Car
CUPRA,CUPRA Tavascan,2024 Cupra Tavascan,Car
CUPRA,CUPRA Born,CUPRA Born (2021-Present),Car
CUPRA,CUPRA Ateca,2018 Cupra Ateca,Car
